LotArea,LotFrontage,LotShape,LotConfig,LandContour,LandSlope,Neighborhood,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,Fireplaces,FireplaceQu,GarageArea,GarageQual,GarageCond,WoodDeckSF,PoolArea,YrSold,SalePrice,AgeSinceRemod/Add,TotRms,PorchArea,LocationRank,OverallQualCond,ExterQualCond,BsmtQualCond,GarageQualCond
11250,90,Reg,Corner,Lvl,Gtl,CollgCr,7,5,4,4,4,4,930,5,1,1995,4,1,3,610,3,3,275,0,2006,237000,10,9,170,3,35,16,16,9
7535,70,IR1,Inside,Lvl,Gtl,NAmes,5,7,3,3,3,3,912,2,1,912,3,0,0,297,3,3,12,0,2007,120000,22,5,285,2,35,9,9,9
12216,88,IR1,Corner,Lvl,Gtl,Gilbert,6,5,3,3,4,3,1326,5,1,1326,4,0,0,388,3,3,120,0,2007,203000,2,7,23,2,30,9,12,9
3701,30,IR1,Inside,Lvl,Gtl,StoneBr,8,5,3,3,4,3,1191,3,1,1204,3,0,0,461,3,3,120,0,2006,130000,19,5,70,4,40,9,12,9
9760,80,Reg,Inside,Lvl,Mod,NAmes,6,6,3,3,3,3,780,3,1,1611,3,0,0,442,3,3,328,0,2008,167900,44,8,317,2,36,9,9,9
9873,60,Reg,Inside,Lvl,Gtl,BrkSide,4,5,3,3,3,3,960,3,0,960,3,0,0,576,3,3,0,0,2006,129000,36,6,288,2,20,9,9,9
10011,72,IR1,Inside,Lvl,Gtl,NAmes,5,6,3,3,3,3,1070,3,1,1236,4,1,2,447,3,3,0,0,2006,134450,10,5,0,2,30,9,9,9
25339,69,Reg,Inside,Lvl,Gtl,Sawyer,5,7,3,4,3,3,816,5,1,1416,4,0,0,576,3,3,0,0,2007,112000,0,6,112,1,35,12,9,9
8883,69,IR1,Inside,Lvl,Gtl,SawyerW,7,5,4,3,4,3,929,5,1,1873,4,1,3,619,3,3,108,0,2007,207000,19,8,192,3,35,12,12,9
3000,50,Reg,Inside,Bnk,Gtl,OldTown,5,1,3,3,3,2,1040,3,0,2128,3,0,0,0,0,0,0,0,2009,62500,59,8,56,2,5,9,6,0
2448,36,Reg,Inside,Lvl,Gtl,NridgHt,7,5,4,3,4,3,764,5,1,1626,4,0,0,474,3,3,0,0,2008,154000,4,7,27,4,35,12,12,9
7100,73,IR1,Corner,Lvl,Gtl,NAmes,5,7,3,3,3,3,816,3,1,816,3,0,0,308,3,3,0,0,2006,129900,49,5,0,2,35,9,9,9
2592,36,Reg,Inside,Lvl,Gtl,MeadowV,5,3,3,3,4,3,536,3,1,1112,3,0,0,336,3,3,182,0,2010,85000,34,6,0,1,15,9,12,9
5700,69,Reg,Inside,Lvl,Gtl,OldTown,7,7,3,3,3,3,572,3,1,1111,3,1,4,288,3,3,0,0,2008,116900,58,4,176,2,49,9,9,9
2289,24,Reg,Inside,Lvl,Gtl,NPkVill,6,6,3,3,3,3,855,3,1,1441,3,1,3,440,3,3,28,0,2009,148500,31,7,0,2,36,9,9,9
12180,60,Reg,Inside,Lvl,Gtl,Edwards,4,4,3,2,4,3,672,2,0,924,2,0,0,280,3,3,0,0,2010,80000,60,5,0,1,16,6,12,9
7400,69,IR1,CulDSac,Lvl,Gtl,Sawyer,5,5,3,3,4,3,1060,3,1,1126,3,0,0,506,3,3,178,0,2008,152000,24,5,0,1,25,9,12,9
8842,68,Reg,Corner,Lvl,Gtl,Edwards,5,6,3,4,2,3,381,5,1,992,3,0,0,319,3,3,60,0,2010,155891,56,5,56,1,30,12,6,9
8850,60,Reg,Inside,Bnk,Gtl,BrkSide,6,7,3,4,3,3,768,5,1,1376,4,0,0,576,3,3,0,0,2007,165000,57,5,198,2,42,12,9,9
9215,92,Reg,Inside,Lvl,Gtl,Somerst,7,5,4,3,4,3,1218,5,1,1218,4,0,0,676,3,3,0,0,2010,204500,0,5,136,4,35,12,12,9
9480,79,Reg,Inside,Lvl,Gtl,NAmes,5,7,3,3,3,3,728,5,1,1644,4,2,4,312,3,3,168,0,2007,146500,12,6,0,2,35,9,9,9
11880,82,IR1,Inside,Lvl,Gtl,NWAmes,7,5,3,3,4,3,1271,3,1,1601,3,1,3,478,3,3,0,0,2009,157000,31,6,0,3,35,9,12,9
10800,60,Reg,Inside,Lvl,Gtl,OldTown,7,7,3,3,3,3,1313,4,1,2495,3,1,4,342,3,2,0,0,2008,184000,9,8,299,2,49,9,9,6
7861,69,IR1,Inside,Lvl,Gtl,Gilbert,6,5,4,3,4,3,783,5,1,1509,4,1,4,393,3,3,100,0,2006,183200,3,8,75,2,30,12,12,9
11616,69,Reg,Inside,Lvl,Gtl,Sawyer,5,5,3,3,3,3,1092,3,1,1092,3,1,1,288,3,3,0,0,2009,139000,47,6,164,1,25,9,9,9
10542,96,Reg,Inside,Lvl,Gtl,NoRidge,7,5,4,3,4,3,1311,5,1,2418,4,1,3,983,3,3,250,0,2008,341000,14,8,370,4,35,12,12,9
1680,21,Reg,Inside,Lvl,Gtl,BrDale,6,5,3,3,3,3,483,3,1,987,3,0,0,264,3,3,275,0,2010,96000,39,5,0,1,30,9,9,9
8546,80,Reg,Corner,Lvl,Gtl,Edwards,4,5,3,3,4,3,1121,5,1,1121,3,0,0,440,3,3,132,0,2010,140000,6,5,64,1,20,9,12,9
7407,90,Reg,Inside,Lvl,Gtl,OldTown,6,7,3,3,3,3,912,3,1,1236,3,0,0,923,3,3,0,0,2010,149700,14,5,316,2,42,9,9,9
10140,78,Reg,Inside,Lvl,Gtl,NWAmes,5,6,3,3,4,3,1056,5,1,1074,3,0,0,495,3,3,0,0,2006,153500,31,7,88,3,30,9,12,9
14584,80,Reg,Inside,Low,Mod,IDOTRR,1,5,2,1,0,0,0,1,0,733,2,0,0,487,2,1,0,0,2008,13100,56,4,0,1,5,2,0,2
8158,65,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,884,5,1,1768,4,0,0,543,3,3,0,0,2008,224900,5,8,63,3,35,12,12,9
7500,62,Reg,Inside,Lvl,Gtl,Somerst,7,5,4,3,4,3,1257,5,1,1266,4,1,3,453,3,3,38,0,2006,176000,1,6,144,4,35,12,12,9
10678,85,Reg,Inside,Lvl,Gtl,NoRidge,8,5,4,3,4,3,1683,5,1,2872,4,1,3,541,3,3,0,0,2007,285000,7,8,33,4,40,12,12,9
15256,49,IR1,CulDSac,Lvl,Gtl,Somerst,8,5,4,3,4,3,1485,5,1,1464,4,0,0,754,3,3,168,0,2007,282922,0,7,160,4,40,12,12,9
14200,88,Reg,Corner,Lvl,Gtl,NAmes,7,6,3,3,3,3,924,5,1,2157,4,2,4,487,3,3,105,0,2006,226000,40,8,66,2,42,9,9,9
12438,82,IR1,Inside,Lvl,Gtl,StoneBr,8,5,5,3,5,4,1234,5,1,2576,5,1,4,666,3,3,324,0,2006,361919,0,8,100,4,40,15,20,9
16023,59,IR1,CulDSac,HLS,Gtl,StoneBr,9,5,4,5,5,3,1398,5,1,2798,5,1,4,670,3,3,182,0,2006,457347,0,9,37,4,45,20,15,9
20064,155,IR1,Inside,Low,Sev,ClearCr,8,6,4,3,4,4,966,5,1,1743,4,2,2,529,3,3,646,0,2007,279000,31,4,0,1,48,12,16,9
9819,69,IR1,Inside,Lvl,Mod,Mitchel,6,5,3,3,3,3,1567,3,1,1567,4,2,3,714,3,3,264,0,2009,196000,32,6,32,2,30,9,9,9
10400,80,Reg,Inside,Lvl,Gtl,NWAmes,7,5,3,3,4,3,1090,3,1,1370,3,1,3,479,3,3,0,0,2009,152000,33,6,0,3,35,9,12,9
11643,91,Reg,Inside,Lvl,Gtl,NAmes,5,5,3,3,3,3,1248,3,1,2634,3,0,0,968,3,3,0,0,2009,200000,40,14,0,2,25,9,9,9
11645,78,Reg,Inside,Lvl,Gtl,CollgCr,8,5,4,3,5,3,1570,5,1,1590,5,0,0,754,3,3,176,0,2006,294900,0,7,80,3,40,12,15,9
7328,61,Reg,Inside,Lvl,Gtl,SawyerW,7,5,4,3,4,3,1450,5,1,1450,4,0,0,788,3,3,0,0,2009,224243,0,5,93,3,35,12,12,9
7822,72,Reg,Corner,Bnk,Gtl,Edwards,6,3,3,2,2,2,832,3,1,1338,3,0,0,528,3,3,0,0,2006,92000,56,6,208,1,18,6,4,9
9018,65,IR1,Inside,Lvl,Gtl,Gilbert,7,5,4,3,4,3,728,5,1,1456,4,1,4,400,3,3,100,0,2007,179540,0,7,24,2,35,12,12,9
13472,103,Reg,Inside,Lvl,Gtl,NridgHt,10,5,5,3,5,3,2392,5,1,2392,5,1,5,968,3,3,248,0,2009,386250,6,6,105,4,50,15,15,9
1533,69,Reg,Inside,Lvl,Gtl,MeadowV,4,5,3,3,4,3,530,3,1,992,3,0,0,297,3,3,112,0,2007,106500,37,5,97,1,20,9,12,9
11003,85,Reg,Inside,Lvl,Gtl,Somerst,10,5,5,3,5,3,1017,5,1,2007,5,1,5,812,3,3,168,0,2009,310000,1,8,52,4,50,15,15,9
10790,83,Reg,Inside,Lvl,Gtl,NoRidge,7,5,4,3,4,3,1066,5,1,2385,4,1,3,600,3,3,120,0,2007,252000,9,8,38,4,35,12,12,9
7128,53,Reg,Inside,Lvl,Gtl,Crawfor,7,5,3,4,3,3,918,4,1,1646,3,2,4,240,3,3,0,0,2007,164000,57,7,126,3,35,12,9,9
7713,64,Reg,Inside,Lvl,Gtl,Gilbert,7,5,4,3,4,3,728,5,1,1456,4,0,0,400,3,3,100,0,2007,177594,0,7,24,2,35,12,12,9
6240,52,Reg,Inside,Lvl,Gtl,BrkSide,5,7,3,3,3,2,528,4,1,1040,3,0,0,624,3,3,306,0,2010,123900,30,4,32,2,35,9,6,9
22420,86,IR1,Inside,Lvl,Gtl,Crawfor,6,6,3,3,4,3,1370,3,0,2624,3,1,4,864,3,3,0,0,2007,239000,57,9,0,3,36,9,12,9
15300,85,Reg,Inside,Bnk,Gtl,Mitchel,5,5,3,3,3,3,1068,3,1,1264,3,1,3,528,3,3,0,0,2010,169000,33,5,0,2,25,9,9,9
3196,69,Reg,Inside,Lvl,Gtl,Blmngtn,7,5,4,3,4,3,1374,5,1,1557,4,1,3,420,3,3,143,0,2006,234000,2,5,20,4,35,12,12,9
9360,72,Reg,Inside,Bnk,Gtl,Mitchel,6,7,3,3,4,3,957,3,1,1287,3,2,2,541,3,3,302,0,2009,173000,32,6,159,2,42,9,12,9
11241,69,IR1,CulDSac,Lvl,Gtl,NAmes,6,7,3,3,3,3,1004,5,1,1004,3,1,3,480,3,3,0,0,2010,149000,40,5,0,2,42,9,9,9
9260,81,Reg,Corner,Lvl,Gtl,SawyerW,7,5,4,3,4,3,1162,5,1,1162,4,0,0,483,3,3,0,0,2008,170000,1,6,32,3,35,12,12,9
7993,90,IR1,Inside,Lvl,Gtl,Somerst,7,5,4,3,5,3,1436,5,1,1436,4,0,0,529,3,3,0,0,2009,225000,0,6,121,4,35,12,15,9
9239,94,Reg,Inside,Lvl,Gtl,Sawyer,5,8,3,4,3,3,960,5,1,960,4,0,0,300,3,3,168,0,2008,144900,5,6,0,1,40,12,9,9
10044,60,IR1,CulDSac,Low,Gtl,Edwards,5,6,3,3,4,3,1196,3,1,1196,3,0,0,336,3,3,257,0,2010,144000,42,6,168,1,30,9,12,9
3182,43,Reg,Inside,Lvl,Gtl,Blmngtn,8,5,4,3,4,3,1256,5,1,1269,4,1,3,430,3,3,146,0,2010,192000,5,5,164,4,40,12,12,9
7626,60,Reg,Inside,Lvl,Gtl,NAmes,5,8,4,3,3,3,1031,4,1,1031,4,0,0,230,3,3,0,0,2009,145500,4,5,0,2,40,12,9,9
7008,60,Reg,Corner,Lvl,Gtl,OldTown,4,8,3,4,2,2,448,5,1,720,2,0,0,280,2,3,0,0,2006,86900,8,3,70,2,32,12,4,6
12160,128,Reg,Inside,Lvl,Gtl,NAmes,6,4,3,3,3,3,1505,5,1,1505,3,1,3,505,3,3,0,0,2009,149500,56,5,162,2,24,9,9,9
6305,50,Reg,Inside,Bnk,Gtl,Crawfor,5,7,3,4,2,2,920,5,1,954,2,1,4,240,2,3,0,0,2007,119750,57,4,0,3,35,12,4,6
8846,68,Reg,Inside,Lvl,Gtl,CollgCr,6,5,3,3,4,3,750,5,1,1500,4,0,0,564,3,3,0,0,2006,173900,0,7,35,3,30,9,12,9
10659,69,IR1,Inside,Lvl,Gtl,NAmes,5,6,3,3,3,3,1050,3,1,1050,3,0,0,368,3,3,0,0,2006,136500,45,6,319,2,30,9,9,9
13108,68,IR1,Inside,Lvl,Gtl,StoneBr,8,5,4,3,4,3,2062,5,1,2687,4,0,0,618,3,3,168,0,2006,270000,12,8,12,4,40,12,12,9
13500,69,Reg,Inside,Lvl,Gtl,ClearCr,6,7,3,3,4,3,1602,4,1,1252,3,1,4,564,3,3,409,0,2008,235000,33,4,0,1,42,9,12,9
7750,62,Reg,Inside,Lvl,Gtl,Gilbert,7,5,3,3,4,3,384,5,1,1430,3,1,3,400,3,3,0,0,2009,156000,9,7,0,2,35,9,12,9
12450,60,Reg,Inside,Lvl,Gtl,SawyerW,5,5,3,3,4,3,1114,5,1,1114,4,0,0,576,3,3,0,0,2009,153000,5,7,42,3,25,9,12,9
4500,69,Reg,FR2,Lvl,Gtl,Mitchel,6,5,3,3,5,3,1224,5,1,1224,3,0,0,402,3,3,0,0,2009,165000,10,6,304,2,30,9,15,9
11198,77,IR1,Inside,Lvl,Gtl,StoneBr,9,5,4,3,4,4,1122,5,1,2504,5,1,4,656,3,3,144,0,2008,325000,1,8,39,4,45,12,16,9
6221,79,IR1,Inside,Lvl,Gtl,Crawfor,5,5,3,3,3,2,728,5,1,1355,3,0,0,528,3,3,0,0,2007,140000,57,6,144,3,25,9,6,9
13200,120,Reg,Corner,Lvl,Gtl,IDOTRR,6,6,3,3,3,3,741,2,1,2294,3,1,4,658,3,3,0,0,2007,202500,44,9,110,1,36,9,9,9
8769,65,Reg,Corner,Lvl,Gtl,NridgHt,9,5,5,3,5,3,1702,5,1,1702,5,1,4,1052,3,3,0,0,2008,367294,0,5,296,4,45,15,15,9
10200,85,Reg,Inside,Lvl,Gtl,Timber,6,5,4,3,4,3,1461,5,1,1509,4,1,2,600,3,3,224,0,2008,175000,19,7,0,3,30,12,12,9
9550,60,IR1,Corner,Lvl,Gtl,Crawfor,7,5,3,3,3,4,756,4,1,1717,4,1,4,642,3,3,0,0,2006,140000,36,6,307,3,35,9,12,9
10331,42,Reg,CulDSac,Lvl,Gtl,Timber,7,7,3,3,4,3,1265,4,1,1240,4,0,0,528,3,3,232,0,2007,174000,22,7,0,3,49,9,12,9
9587,59,IR1,Inside,Lvl,Gtl,Gilbert,7,5,4,3,4,3,856,5,1,1166,4,0,0,400,3,3,212,0,2008,190000,3,6,0,2,35,12,12,9
9900,90,Reg,Corner,Lvl,Gtl,OldTown,5,8,4,3,3,3,504,5,1,1464,3,0,0,0,0,0,0,0,2009,129000,7,6,176,2,40,12,9,0
22002,69,Reg,Corner,Lvl,Gtl,NAmes,6,7,3,4,3,3,1592,4,1,1652,4,1,4,510,3,3,0,0,2007,200000,16,7,201,2,42,12,9,9
13000,100,Reg,Corner,Lvl,Gtl,NAmes,6,6,3,4,4,3,896,3,1,2142,4,1,4,509,3,3,0,0,2009,193500,41,8,324,2,36,12,12,9
8250,75,Reg,Inside,Lvl,Gtl,NAmes,6,7,3,3,4,3,1092,5,1,1092,3,0,0,504,3,4,0,0,2008,145000,44,6,0,2,42,9,12,12
8170,81,IR1,Inside,Lvl,Gtl,Crawfor,7,7,4,4,3,3,1022,5,1,1671,3,1,4,451,3,3,0,0,2006,218000,56,7,0,3,49,16,9,9
12048,80,Reg,Inside,Lvl,Gtl,Edwards,5,6,3,3,0,0,0,4,1,1488,3,1,5,569,3,3,0,0,2006,135000,4,5,573,1,30,9,0,9
10858,89,Reg,Corner,Lvl,Gtl,NAmes,5,6,3,4,3,3,1444,5,1,1624,3,1,4,240,3,3,0,0,2006,146500,54,5,364,2,30,12,9,9
7577,61,IR1,Corner,Lvl,Gtl,NridgHt,6,5,4,3,4,3,1362,5,1,1362,4,1,4,460,3,3,192,0,2007,194700,1,5,28,4,30,12,12,9
7500,62,Reg,Inside,Lvl,Gtl,Somerst,7,5,4,3,4,3,1218,5,1,1218,4,0,0,462,3,3,168,0,2008,230348,0,6,168,4,35,12,12,9
6120,51,Reg,Inside,Lvl,Gtl,OldTown,6,5,3,3,2,2,1124,3,1,1068,3,1,4,288,3,3,0,0,2010,109500,60,5,128,2,30,9,4,9
23580,69,IR1,Inside,Lvl,Mod,Mitchel,6,6,3,3,4,3,1625,3,1,1625,2,1,3,576,3,3,136,0,2006,242500,27,7,28,2,36,9,12,9
5306,44,IR1,Inside,Lvl,Gtl,StoneBr,7,7,4,4,4,4,1064,4,1,1767,4,1,3,504,4,3,441,0,2006,239000,19,6,35,4,49,16,16,12
8092,70,Reg,Inside,Lvl,Gtl,NAmes,6,8,3,4,3,3,1050,5,1,1050,4,0,0,286,3,3,0,0,2006,156000,6,6,0,2,48,12,9,9
8593,77,IR1,Inside,Lvl,Gtl,NAmes,4,6,3,3,3,3,907,5,1,907,3,0,0,352,3,3,0,0,2008,109008,51,5,0,2,24,9,9,9
11067,64,Reg,Corner,Lvl,Gtl,IDOTRR,2,4,3,3,0,0,0,5,1,845,3,0,0,256,3,2,48,0,2007,68104,57,3,0,1,8,9,0,6
11929,69,IR1,CulDSac,Lvl,Gtl,NoRidge,8,7,4,3,4,3,1242,5,1,2501,4,1,3,751,3,3,192,0,2008,290000,13,8,87,4,56,12,12,9
9900,90,Reg,Corner,Lvl,Gtl,NAmes,5,5,3,3,4,3,1209,4,1,1209,3,0,0,504,3,3,0,0,2010,159000,44,6,120,2,25,9,12,9
4882,50,IR1,Inside,Bnk,Mod,BrkSide,4,7,3,3,3,3,348,3,1,906,3,0,0,231,2,3,0,0,2008,87000,58,4,0,2,28,9,9,6
11423,69,Reg,Inside,Lvl,Gtl,CollgCr,8,5,4,3,4,3,1581,5,1,1601,4,1,3,670,3,3,180,0,2010,272000,8,7,0,3,40,12,12,9
8772,65,Reg,FR2,Lvl,Gtl,CollgCr,7,5,4,3,4,3,1336,5,1,1336,4,0,0,502,3,3,136,0,2006,198000,0,7,43,3,35,12,12,9
7628,63,Reg,Inside,Lvl,Gtl,OldTown,4,6,3,4,3,3,801,4,1,1656,3,0,0,440,3,3,187,0,2008,119164,23,5,0,2,24,12,9,9
8335,77,Reg,Corner,Lvl,Gtl,Edwards,5,5,3,3,0,0,0,4,1,1124,3,1,4,0,0,0,0,0,2006,93000,52,5,226,1,25,9,0,0
8220,71,IR1,Inside,Lvl,Gtl,Gilbert,7,5,4,3,4,3,982,5,1,1892,3,1,3,431,3,3,108,0,2008,226750,7,7,0,2,35,12,12,9
10615,107,IR1,Corner,Bnk,Mod,OldTown,3,5,3,3,2,3,978,3,1,1699,3,0,0,420,2,2,0,0,2009,95000,39,8,74,2,15,9,6,4
6000,50,Reg,Inside,Lvl,Gtl,BrkSide,6,7,3,3,3,3,780,3,1,1416,3,0,0,312,3,3,221,0,2010,139900,60,6,48,2,42,9,9,9
5350,55,IR1,Inside,Lvl,Gtl,BrkSide,3,2,3,1,3,3,728,5,1,1306,2,0,0,0,0,0,263,0,2010,76500,44,5,0,2,6,3,9,0
5400,60,Reg,Corner,Lvl,Gtl,OldTown,4,7,4,3,3,3,672,4,1,672,3,0,0,308,3,3,88,0,2008,86900,3,4,108,2,28,12,9,9
17979,69,IR1,Corner,Lvl,Gtl,Mitchel,5,6,3,4,3,3,1113,5,1,1160,4,0,0,257,3,3,81,0,2008,152500,40,6,0,2,30,12,9,9
9520,68,Reg,Inside,Bnk,Mod,Edwards,4,5,3,3,4,3,911,3,1,930,3,0,0,286,3,3,134,0,2008,99000,55,4,0,1,20,9,12,9
5330,50,Reg,Inside,HLS,Gtl,BrkSide,4,7,2,3,3,3,420,4,1,708,2,0,0,0,0,0,164,0,2009,82500,59,4,0,2,28,6,9,0
8012,50,Reg,Inside,Lvl,Gtl,SawyerW,6,5,4,3,4,3,1575,4,1,1575,4,0,0,529,3,3,0,0,2007,179200,15,6,52,3,30,12,12,9
9000,75,Reg,Corner,Lvl,Gtl,Sawyer,5,6,3,3,3,3,1059,4,1,1059,3,0,0,286,3,3,0,0,2006,142500,40,6,88,1,30,9,9,9
14299,62,Reg,Inside,Lvl,Gtl,Sawyer,4,3,3,3,3,3,1005,3,1,1005,3,0,0,440,3,3,0,0,2007,115400,43,6,0,1,12,9,9,9
7050,69,Reg,Inside,Lvl,Gtl,Somerst,7,5,4,3,4,3,1057,5,1,1929,4,1,3,650,3,3,0,0,2007,226000,6,8,235,4,35,12,12,9
3180,30,Reg,Inside,Lvl,Gtl,Somerst,7,5,4,3,4,3,600,5,1,1200,4,0,0,480,3,3,0,0,2006,144152,1,6,166,4,35,12,12,9
16451,112,IR1,Corner,Lvl,Gtl,NridgHt,8,5,4,3,5,3,1765,5,1,2690,4,1,4,795,3,3,268,0,2008,370000,5,8,58,4,40,12,15,9
12887,76,Reg,Inside,Lvl,Gtl,Mitchel,5,7,3,3,4,3,833,3,1,833,4,0,0,495,3,3,431,0,2010,149900,26,5,0,2,35,9,12,9
15578,105,IR1,Corner,Lvl,Gtl,Gilbert,6,5,4,3,4,3,728,4,1,1456,3,0,0,429,3,3,0,0,2006,172785,0,7,0,2,30,12,12,9
7200,60,Reg,Inside,Lvl,Gtl,NAmes,5,8,3,3,3,3,864,4,1,864,4,0,0,720,3,3,194,0,2007,129000,5,6,0,2,40,9,9,9
17043,48,IR1,CulDSac,Lvl,Gtl,NWAmes,6,5,3,4,4,2,1362,3,1,1586,3,1,3,435,3,3,192,0,2009,181000,11,6,0,3,30,12,8,9
10000,125,Reg,Corner,Lvl,Gtl,NAmes,5,6,3,3,3,3,1058,5,1,1370,3,1,3,300,3,3,191,0,2006,148000,50,6,120,2,30,9,9,9
8050,75,Reg,Inside,Lvl,Gtl,Edwards,6,5,3,3,4,3,914,5,1,914,4,0,0,0,0,0,32,0,2006,117250,4,5,0,1,30,9,12,0
3182,43,Reg,Inside,Lvl,Gtl,Blmngtn,7,5,4,3,4,3,1373,5,1,1555,4,1,3,430,3,3,143,0,2009,192500,3,5,20,4,35,12,12,9
1950,24,Reg,Inside,Lvl,Gtl,Blueste,6,6,3,4,4,3,716,3,1,1556,3,1,3,452,3,3,161,0,2008,151000,28,8,0,3,36,12,12,9
7700,70,Reg,Corner,Lvl,Gtl,CollgCr,5,5,3,3,3,3,882,3,1,882,3,0,0,461,3,3,96,0,2007,112500,35,6,0,3,25,9,9,9
8731,98,IR1,Inside,Lvl,Gtl,BrkSide,5,5,3,2,3,3,915,3,1,1167,3,1,4,495,3,3,0,0,2007,144000,57,5,342,2,25,6,9,9
8232,89,IR1,Inside,Lvl,Gtl,NridgHt,9,5,5,3,5,3,1800,5,1,1800,5,1,4,944,3,3,210,0,2008,370967,0,6,0,4,45,15,15,9
2280,24,Reg,FR2,Lvl,Gtl,NPkVill,6,6,3,3,3,3,855,3,1,1456,4,1,3,440,3,3,173,0,2010,149900,35,7,0,2,36,9,9,9
8935,68,IR1,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,831,5,1,1660,4,0,0,493,3,3,144,0,2009,195000,7,7,68,3,35,12,12,9
9125,69,IR1,Inside,Lvl,Gtl,Gilbert,7,5,3,3,4,3,384,4,1,1482,4,1,3,392,3,3,100,0,2007,163900,15,7,25,2,35,9,12,9
11075,69,Reg,Corner,Lvl,Gtl,ClearCr,6,5,3,3,4,3,1190,5,1,1522,3,1,3,552,3,3,0,0,2007,182000,23,6,245,1,30,9,12,9
13438,113,IR1,Corner,HLS,Gtl,Timber,9,5,5,3,5,3,2190,5,1,2036,5,1,5,780,3,3,90,0,2009,410000,1,7,154,3,45,15,15,9
11070,82,Reg,Inside,Lvl,Gtl,Mitchel,5,5,3,3,4,3,1582,3,1,1595,3,0,0,672,3,3,0,0,2009,152000,18,6,0,2,25,9,12,9
7800,65,Reg,Inside,Lvl,Gtl,SawyerW,7,5,4,3,4,3,891,5,1,1686,4,0,0,462,3,3,144,0,2006,184000,1,7,101,3,35,12,12,9
7060,78,Reg,Inside,Lvl,Gtl,Mitchel,7,5,3,4,4,4,1344,5,1,1344,3,0,0,784,3,3,0,0,2008,206300,10,8,0,2,35,12,16,9
11836,69,IR1,Corner,Lvl,Gtl,Mitchel,5,5,3,3,3,3,1652,3,1,1652,3,0,0,928,3,3,0,0,2006,146500,36,8,0,2,25,9,9,9
8382,60,Reg,Inside,Lvl,Gtl,NAmes,4,5,3,3,3,3,832,3,1,1337,3,0,0,263,3,3,0,0,2010,108000,54,5,0,2,20,9,9,9
10192,102,IR1,Inside,Lvl,Gtl,NWAmes,7,6,3,3,3,3,570,4,1,1920,4,1,3,487,3,3,0,0,2006,170000,14,8,98,3,42,9,9,9
4426,69,Reg,Inside,Lvl,Gtl,CollgCr,6,5,4,3,4,3,848,5,1,848,4,0,0,420,3,3,140,0,2008,145000,4,4,0,3,30,12,12,9
2280,24,Reg,FR2,Lvl,Gtl,NPkVill,7,5,3,3,4,3,1057,3,1,1055,3,1,2,440,3,3,0,0,2009,123000,34,6,27,2,35,9,12,9
2887,69,Reg,Inside,HLS,Gtl,ClearCr,6,5,3,3,4,3,1291,5,1,1291,4,1,4,431,3,3,307,0,2008,173000,11,5,0,1,30,9,12,9
8520,60,Reg,Inside,Lvl,Gtl,OldTown,6,8,3,4,3,3,624,4,1,720,3,0,0,484,3,3,106,0,2010,105900,7,4,0,2,48,12,9,9
1596,21,Reg,Inside,Lvl,Gtl,MeadowV,4,5,3,3,4,3,462,3,1,988,3,0,0,297,3,3,120,0,2009,91000,36,5,101,1,20,9,12,9
15600,78,Reg,Inside,Bnk,Gtl,Crawfor,5,7,3,3,3,3,1067,2,0,1523,2,1,3,295,3,3,0,0,2009,158000,4,7,81,3,35,9,9,9
9313,65,IR1,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,864,5,1,1728,4,0,0,572,3,3,187,0,2009,190000,5,7,56,3,35,12,12,9
11064,22,IR2,CulDSac,Lvl,Gtl,Veenker,8,5,4,3,4,3,1230,5,1,1239,4,1,2,477,3,3,172,0,2008,217500,13,5,24,4,40,12,12,9
9000,75,Reg,Inside,Lvl,Gtl,IDOTRR,5,5,3,3,3,3,1151,4,1,1955,3,0,0,356,3,3,0,0,2008,165500,50,7,0,1,25,9,9,9
12000,75,Reg,Inside,Bnk,Gtl,Crawfor,7,7,3,3,3,3,704,5,1,1564,2,1,4,234,3,3,0,0,2009,174500,59,6,0,3,49,9,9,9
7692,62,Reg,Inside,Bnk,Mod,Edwards,4,6,3,3,5,3,416,4,1,1204,3,0,0,312,3,3,0,0,2008,100000,54,5,0,1,24,9,15,9
14267,81,IR1,Corner,Lvl,Gtl,NAmes,6,6,3,3,3,3,1329,3,1,1329,4,0,0,312,3,3,393,0,2010,172000,52,6,36,2,36,9,9,9
9675,75,Reg,Corner,Lvl,Gtl,CollgCr,5,6,3,3,3,3,864,3,1,879,3,0,0,440,3,3,0,0,2007,120000,32,5,80,3,30,9,9,9
8400,60,Reg,Inside,Lvl,Gtl,SawyerW,4,4,2,2,3,2,721,4,1,841,3,0,0,294,3,3,250,0,2009,82000,59,4,24,3,16,4,6,9
7500,50,Reg,Inside,Lvl,Gtl,NAmes,6,6,3,3,3,3,784,5,1,1312,3,0,0,649,3,3,0,0,2006,127000,56,6,28,2,36,9,9,9
9600,60,Reg,Inside,Lvl,Gtl,OldTown,6,5,3,3,4,3,735,2,0,2058,3,1,4,396,2,2,0,0,2008,129500,58,6,259,2,30,9,12,4
